carat,depth,table,price,size,Good,Ideal,Premium,Very Good,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
1.55,61.9,60.0,8873,244.259264,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.26,61.3,60.0,382,42.08868400000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.73,61.2,58.0,3370,119.41880499999999,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5,61.4,55.0,2482,83.647728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,61.7,54.6,618,49.71273,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.01,62.9,58.0,5497,162.9664,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.96,60.4,62.0,9769,301.21436,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.05,61.8,57.0,4816,171.57886200000002,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.46,62.5,57.0,7146,230.31008000000003,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,63.3,57.0,574,49.64177999999999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.23,60.8,56.0,499,37.886646000000006,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1.15,60.9,57.0,5047,188.26752,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,60.9,55.0,715,54.225920000000016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,63.6,55.0,1220,81.700278,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.51,62.9,56.0,1406,82.15845,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.34,60.4,61.0,686,55.20076800000001,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.6,61.9,58.0,10064,262.60689,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,60.2,56.0,7465,172.40598400000002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.06,60.7,63.0,2080,172.489296,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.79,61.5,58.0,3047,129.79018800000003,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.35,62.3,60.0,1063,57.15539999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.8,62.2,57.0,3648,132.00551000000002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,62.7,57.0,5839,169.0065,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.09,62.3,55.0,5125,178.759518,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.58,60.4,57.0,2245,94.88360399999999,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,63.3,57.0,4559,158.10933599999998,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.02,60.9,58.0,4039,164.917762,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.43,61.8,56.0,792,70.7124,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.27,59.7,59.0,544,44.38131799999999,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.83,63.5,54.0,2811,134.85199,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,63.4,57.0,3592,162.750744,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,62.7,60.0,709,47.932668,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.4,56.0,4242,163.17264600000001,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.4,62.6,58.0,807,64.805832,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.04,62.8,58.0,9705,167.29236,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,61.8,60.0,673,48.65664999999999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.8,61.2,58.0,3713,132.920496,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.74,61.8,58.0,2797,120.01484599999999,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.5,63.3,59.0,1187,79.40786599999998,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.71,61.8,54.0,2637,117.49566399999999,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.43,60.1,58.0,1064,71.117715,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.13,61.5,57.0,8889,184.393484,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,62.2,58.0,878,48.612564,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.06,59.4,57.0,4452,174.677295,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.71,62.6,59.0,2218,115.05564000000001,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1.04,62.1,57.0,4668,168.280416,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,62.0,59.0,844,48.953841999999995,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,59.8,62.0,737,49.084880000000005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.01,64.2,54.0,5616,158.67883200000003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.24,61.6,54.0,9569,205.064615,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.57,60.7,58.0,1732,93.02182499999999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.32,60.8,57.0,842,53.225640000000006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,61.9,60.0,5544,159.619644,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,60.8,58.0,4008,148.19240000000002,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,60.7,58.0,796,50.49044999999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.7,62.3,57.0,2540,115.33807999999998,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.8,63.2,58.0,10161,289.10755,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.31,62.3,57.0,1122,50.200779999999995,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.71,63.3,56.0,2306,115.41311500000002,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,61.3,57.0,552,49.569309999999994,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.81,62.3,55.0,4412,133.6086,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9,62.6,58.0,3902,144.29184,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.1,61.8,55.4,5273,180.4943,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.06,61.4,55.0,5194,176.41638,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.5,62.2,57.0,10886,241.932514,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.55,59.5,56.0,9557,258.785604,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,61.1,62.0,1343,84.463008,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,60.4,59.0,710,49.23504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.58,63.3,56.0,1332,95.55769799999999,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.58,61.5,56.0,1690,94.98389999999999,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,62.4,55.0,964,82.711482,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.59,61.6,56.0,1784,97.102467,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,63.1,57.0,9282,242.592975,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1.14,59.2,58.0,4890,188.45792,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,63.2,57.0,4715,143.02134,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,61.6,56.0,612,65.967192,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.01,60.2,60.0,5340,163.761,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.35,62.7,56.0,827,57.104718,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,61.5,55.0,763,67.82581,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.54,60.1,56.0,1786,89.157024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.36,62.7,57.0,727,59.59953999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.51,59.6,60.0,7553,254.57581600000003,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3,60.0,58.0,658,50.56964,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.35,61.8,55.0,820,58.045608,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.36,60.9,61.0,729,59.11864,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0,62.2,53.9,5728,166.4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,62.8,56.0,918,66.446325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.27,61.9,58.0,620,45.361259999999994,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.04,62.5,57.0,6012,171.26297999999997,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.24,62.4,59.0,7351,199.772804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,61.0,60.0,4496,158.091156,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.42,60.6,56.0,1235,69.96456,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.57,61.4,57.0,2068,93.704352,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.57,60.5,57.0,1884,92.908296,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.25,62.0,58.0,7389,205.127208,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.33,61.6,58.0,781,53.574885,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,63.6,56.0,4873,161.984641,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.46,60.1,57.0,904,76.256208,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.35,61.6,57.0,644,57.8396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.94,62.4,58.0,3456,148.759317,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,62.1,58.0,462,50.97276000000001,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,62.7,57.0,2177,110.78143999999999,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.34,60.1,61.0,4953,213.83751599999997,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,60.5,55.0,666,55.524105,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,60.9,56.0,8770,246.0816,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.23,61.8,55.0,493,37.817604,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.24,62.4,59.0,4791,203.064147,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.71,61.1,58.0,3578,116.77951999999998,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.98,61.1,60.0,3895,155.309292,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.26,61.3,55.0,401,44.72704000000001,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,61.0,56.6,471,52.628400000000006,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.91,62.1,58.0,4917,149.094816,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,61.1,61.0,2724,113.980608,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,61.8,60.0,645,51.01854,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.51,61.8,59.0,8678,248.02022399999998,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9,63.4,54.0,2834,147.74682,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0.7,63.2,61.0,1940,111.211932,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.71,62.6,54.0,2111,116.190648,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.06,62.1,57.0,8567,170.95179199999998,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4,61.9,57.0,736,65.69118600000002,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,62.2,57.0,2230,115.53759,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,60.3,56.0,1205,85.068252,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.54,60.6,57.0,1291,90.16761600000001,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.34,60.2,58.0,765,56.14408799999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,61.6,55.0,703,65.60422399999999,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,61.3,60.0,526,48.40173099999999,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.5,62.8,59.0,9240,238.488705,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.24,62.5,60.0,399,39.086784,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.57,61.8,57.0,1410,93.28926599999998,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.31,62.1,57.0,593,50.434272,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.43,60.7,55.0,857,72.520656,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,63.5,62.0,4081,143.529399,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.55,62.3,55.0,6901,252.77920800000004,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.32,61.1,56.0,713,53.30299,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.54,60.1,61.0,7589,247.095342,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.6,60.1,61.0,1757,98.4368,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3,62.2,53.0,514,49.66790400000001,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.26,61.2,56.0,600,43.256928,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.75,61.6,54.8,11576,287.466332,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.57,61.9,60.0,2069,93.74804999999998,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.04,61.9,54.0,4941,173.22133499999998,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.53,60.8,55.0,1707,89.48837999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.6,60.0,473,48.47304,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.37,61.9,58.0,941,59.830847999999996,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.01,61.1,62.0,6517,163.6479,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,60.7,58.0,4771,164.51176500000003,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.82,60.8,57.0,4628,133.66507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,62.2,54.0,8104,166.56256800000003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.43,61.2,56.2,803,71.204757,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.47,61.8,54.0,782,78.68455499999999,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.33,62.4,54.0,5857,219.00032000000004,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.71,62.1,61.0,2354,113.158496,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.54,60.3,57.0,1292,90.83016,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,61.7,57.0,3185,112.917,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9,59.9,57.0,4288,149.38625,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,62.5,58.0,4899,164.09519999999998,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.34,63.9,58.0,650,54.967439999999996,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.21,60.3,58.0,10137,200.74241,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,63.2,57.0,2423,113.96011199999998,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.38,61.8,57.0,5796,223.0536,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.31,60.6,59.0,533,50.605724999999985,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.59,62.9,58.0,8681,256.55863,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.7,64.3,62.0,1878,108.166725,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.75,62.2,58.0,2093,121.43715099999999,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.57,62.5,55.0,1645,92.974921,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.92,62.2,56.0,4561,151.951569,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,61.8,56.0,807,66.61216800000001,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.44,62.3,58.0,778,71.71404,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.2,59.0,2020,113.68365000000001,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
